"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"5506","49","106","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All colleges have requirements for admission.","TA","Cylinder"
"5507","49","107","3","Human_Cylinder_Furhat",5,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All dentists recommend cleaning your teeth.","TA","Cylinder"
"5508","49","108","3","Human_Cylinder_Furhat",3,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All chocolate is candy.","TA","Cylinder"
"5509","49","109","3","Human_Cylinder_Furhat",4,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All houses have rooms.","TA","Cylinder"
"5510","49","110","3","Human_Cylinder_Furhat",4,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All apes have opposable thumbs.","TA","Cylinder"
"5511","49","111","3","Human_Cylinder_Furhat",1,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All families have twins.","FA","Cylinder"
"5512","49","112","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All animals are domesticated.","FA","Cylinder"
"5513","49","113","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All magazines have gossip.","FA","Cylinder"
"5514","49","114","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All shirts have long sleeves.","FA","Cylinder"
"5515","49","115","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All bands play jazz.","FA","Cylinder"
"5516","49","116","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All windows have curtains.","FA","Cylinder"
"5517","49","117","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All judges carry purses.","FA","Cylinder"
"5518","49","118","3","Human_Cylinder_Furhat",1,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All pizzas have meat.","FA","Cylinder"
"5519","49","119","3","Human_Cylinder_Furhat",2,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All textbooks have equations.","FA","Cylinder"
"5520","49","120","3","Human_Cylinder_Furhat",1,"20","nonbinary/declined","English","Tagalog","English","20","Mac","Some of the sentences made sense grammatically but not content wise and I was unsure which to go with but I considered both when making my ratings.","All bottles are glass.","FA","Cylinder"
"9841","51","1","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some people have noses with two nostrils.","UI","Human"
"9842","51","2","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some dogs are mammals with four legs.","UI","Human"
"9843","51","3","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some doctors attended college to obtain a degree.","UI","Human"
"9844","51","4","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some televisions have screens on them.","UI","Human"
"9845","51","5","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some mothers have children.","UI","Human"
"9846","51","6","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some tables have legs to support them.","UI","Human"
"9847","51","7","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some fire is hot to the touch.","UI","Human"
"9848","51","8","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some eyes have pupils.","UI","Human"
"9849","51","9","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some apples have cores.","UI","Human"
"9850","51","10","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some children are under eighteen.","UI","Human"
"9851","51","11","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some people have dogs as pets in the house.","TS","Human"
"9852","51","12","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some cookies are chocolate flavored with chocolate chips.","TS","Human"
"9853","51","13","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some shoes have high heels.","TS","Human"
"9854","51","14","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some women wear lipstick as makeup.","TS","Human"
"9855","51","15","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some students are failing the algebra class.","TS","Human"
"9856","51","16","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some plants grow flowers.","TS","Human"
"9857","51","17","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some planets have rings around them.","TS","Human"
"9858","51","18","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some hair is brown.","TS","Human"
"9859","51","19","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some food is spicy.","TS","Human"
"9860","51","20","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some lawyers drive fast cars.","TS","Human"
"9861","51","21","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All blue jays are birds.","TA","Human"
"9862","51","22","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All horses have hooves.","TA","Human"
"9863","51","23","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All hammers have handles.","TA","Human"
"9864","51","24","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All airplanes have wings.","TA","Human"
"9865","51","25","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All snow is cold.","TA","Human"
"9866","51","26","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All pancakes are flat.","TA","Human"
"9867","51","27","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All people have necks.","TA","Human"
"9868","51","28","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All telephones make calls.","TA","Human"
"9869","51","29","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All dressers have drawers.","TA","Human"
"9870","51","30","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All hearts have aortas.","TA","Human"
"9871","51","31","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All women are doctors.","FA","Human"
"9872","51","32","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All rabbits are white.","FA","Human"
"9873","51","33","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All restaurants serve cakes.","FA","Human"
"9874","51","34","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All ears are small.","FA","Human"
"9875","51","35","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All businessmen own banks.","FA","Human"
"9876","51","36","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All politicians are liberal.","FA","Human"
"9877","51","37","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All cheese has holes.","FA","Human"
"9878","51","38","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All mathematicians are Ukrainian.","FA","Human"
"9879","51","39","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All sisters play tennis.","FA","Human"
"9880","51","40","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All hunters eat lasagna.","FA","Human"
"9881","51","41","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some cats are mammals.","UI","Furhat"
"9882","51","42","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some frogs are amphibians.","UI","Furhat"
"9884","51","44","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some spoons are eating utensils.","UI","Furhat"
"9885","51","45","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some sailboats have sails.","UI","Furhat"
"9887","51","47","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some firemen extinguish fires.","UI","Furhat"
"9888","51","48","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some cars have wheels.","UI","Furhat"
"9890","51","50","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some triangles have three sides.","UI","Furhat"
"9892","51","52","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some women wear dresses.","TS","Furhat"
"9893","51","53","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some runners use treadmills.","TS","Furhat"
"9894","51","54","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some farmers raise cows.","TS","Furhat"
"9895","51","55","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some trees grow fruit.","TS","Furhat"
"9896","51","56","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some gardens grow vegetables.","TS","Furhat"
"9897","51","57","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some insects have wings.","TS","Furhat"
"9898","51","58","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some schools are private.","TS","Furhat"
"9899","51","59","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some artists make sculptures.","TS","Furhat"
"9900","51","60","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some men wear suits.","TS","Furhat"
"9901","51","61","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All unicycles have one wheel.","TA","Furhat"
"9902","51","62","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All bears have fur.","TA","Furhat"
"9903","51","63","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All nuts contain protein.","TA","Furhat"
"9904","51","64","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All mountains have peaks.","TA","Furhat"
"9905","51","65","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All lobsters are crustaceans.","TA","Furhat"
"9906","51","66","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All bars serve alcohol.","TA","Furhat"
"9907","51","67","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All toothpastes clean teeth.","TA","Furhat"
"9908","51","68","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All raccoons are nocturnal.","TA","Furhat"
"9909","51","69","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All skyscrapers are tall.","TA","Furhat"
"9910","51","70","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All lifeguards know CPR.","TA","Furhat"
"9911","51","71","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All insects are harmful.","FA","Furhat"
"9912","51","72","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All athletes are runners.","FA","Furhat"
"9913","51","73","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All houses have garages.","FA","Furhat"
"9914","51","74","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All shoes have laces.","FA","Furhat"
"9915","51","75","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All bands have saxophonists.","FA","Furhat"
"9917","51","77","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All kids like asparagus.","FA","Furhat"
"9918","51","78","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All boxes are large.","FA","Furhat"
"9919","51","79","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All people are retired.","FA","Furhat"
"9920","51","80","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All fishermen catch sharks.","FA","Furhat"
"9921","51","81","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some rain is wet and falls from the sky.","UI","Cylinder"
"9922","51","82","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some baseballs are round and can be thrown.","UI","Cylinder"
"9923","51","83","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some wine is liquid and can be drunk.","UI","Cylinder"
"9924","51","84","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some books have pages in them.","UI","Cylinder"
"9925","51","85","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some toast is bread that is heated.","UI","Cylinder"
"9926","51","86","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some chickens have feathers on their bodies.","UI","Cylinder"
"9927","51","87","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some colleges have students that attend class.","UI","Cylinder"
"9928","51","88","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some food is edible.","UI","Cylinder"
"9929","51","89","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some restaurants serve food to their customers.","UI","Cylinder"
"9930","51","90","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some helicopters have propellers.","UI","Cylinder"
"9931","51","91","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some restaurants serve pizza.","TS","Cylinder"
"9932","51","92","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some clothes are expensive.","TS","Cylinder"
"9933","51","93","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some houses are blue.","TS","Cylinder"
"9934","51","94","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some men carry briefcases.","TS","Cylinder"
"9935","51","95","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some singers are popular.","TS","Cylinder"
"9936","51","96","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some Europeans have motorcycles.","TS","Cylinder"
"9937","51","97","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some beaches are public.","TS","Cylinder"
"9938","51","98","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some foods are allergens.","TS","Cylinder"
"9939","51","99","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","Some birds can fly.","TS","Cylinder"
"9941","51","101","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All pumpkins have seeds.","TA","Cylinder"
"9942","51","102","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All atoms are small.","TA","Cylinder"
"9943","51","103","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All elephants have trunks.","TA","Cylinder"
"9944","51","104","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All watermelons are red inside.","TA","Cylinder"
"9945","51","105","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All chameleons have skin that changes color.","TA","Cylinder"
"9946","51","106","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All colleges have requirements for admission.","TA","Cylinder"
"9947","51","107","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All dentists recommend cleaning your teeth.","TA","Cylinder"
"9948","51","108","5","Furhat_Human_Cylinder",5,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All chocolate is candy.","TA","Cylinder"
"9949","51","109","5","Furhat_Human_Cylinder",4,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All houses have rooms.","TA","Cylinder"
"9950","51","110","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All apes have opposable thumbs.","TA","Cylinder"
"9951","51","111","5","Furhat_Human_Cylinder",1,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All families have twins.","FA","Cylinder"
"9952","51","112","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All animals are domesticated.","FA","Cylinder"
"9953","51","113","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All magazines have gossip.","FA","Cylinder"
"9954","51","114","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All shirts have long sleeves.","FA","Cylinder"
"9955","51","115","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All bands play jazz.","FA","Cylinder"
"9956","51","116","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All windows have curtains.","FA","Cylinder"
"9957","51","117","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All judges carry purses.","FA","Cylinder"
"9958","51","118","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All pizzas have meat.","FA","Cylinder"
"9959","51","119","5","Furhat_Human_Cylinder",2,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All textbooks have equations.","FA","Cylinder"
"9960","51","120","5","Furhat_Human_Cylinder",3,"19","female","English","None","English","19","Mac","It was confusing. I used chrome but still did not hear anything in my earphones. ","All bottles are glass.","FA","Cylinder"
"5521","52","1","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some cats are mammals.","UI","Human"
"5522","52","2","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some frogs are amphibians.","UI","Human"
"5524","52","4","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some spoons are eating utensils.","UI","Human"
"5525","52","5","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some sailboats have sails.","UI","Human"
"5527","52","7","3","Furhat_Cylinder_Human",1,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some firemen extinguish fires.","UI","Human"
"5528","52","8","3","Furhat_Cylinder_Human",1,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some cars have wheels.","UI","Human"
"5530","52","10","3","Furhat_Cylinder_Human",2,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some triangles have three sides.","UI","Human"
"5532","52","12","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some women wear dresses.","TS","Human"
"5533","52","13","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some runners use treadmills.","TS","Human"
"5534","52","14","3","Furhat_Cylinder_Human",3,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some farmers raise cows.","TS","Human"
"5535","52","15","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some trees grow fruit.","TS","Human"
"5536","52","16","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some gardens grow vegetables.","TS","Human"
"5537","52","17","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some insects have wings.","TS","Human"
"5538","52","18","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some schools are private.","TS","Human"
"5539","52","19","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some artists make sculptures.","TS","Human"
"5540","52","20","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","Some men wear suits.","TS","Human"
"5541","52","21","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All unicycles have one wheel.","TA","Human"
"5542","52","22","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All bears have fur.","TA","Human"
"5543","52","23","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All nuts contain protein.","TA","Human"
"5544","52","24","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All mountains have peaks.","TA","Human"
"5545","52","25","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All lobsters are crustaceans.","TA","Human"
"5546","52","26","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All bars serve alcohol.","TA","Human"
"5547","52","27","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All toothpastes clean teeth.","TA","Human"
"5548","52","28","3","Furhat_Cylinder_Human",5,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All raccoons are nocturnal.","TA","Human"
"5549","52","29","3","Furhat_Cylinder_Human",4,"19","female","English","Spanish","English","19","PC","I thought the sentences were pretty random ","All skyscrapers are tall.","TA","Human"
